movieId,title_cast,director,runtime,budget,plot_keywords
83796,Vincent Lindon|Diane Kruger|Lancelot Roch|Olivier Marchal|Hammou Graïa|Liliane Rovère|Olivier Perrier|Moussa Maaskri|Rémi Martin|Thierry Godard|Slimane Hadjar|Dorothée Tavernier|Alaa Safi|Joseph Beddelem|Ivan Franek,Fred Cavayé,96,"EUR7,930,000",woman|ex convict|prison|murder
83798,Eva Green|Juno Temple|María Valverde|Imogen Poots|Ellie Nunn|Adele McCann|Zoe Carroll|Clemmie Dugdale|Sinéad Cusack|Helen Norton|Deirdre Donnelly|Barbara Adair|Alistair Rumble|Kitty McLaughlin-Dunning|Jonathan White,Ben Court,104,NA,boarding school|asthma attack|lesbian rape|obsession
83801,Hanna Avrutzki|Luba Gewisser|Jurek Plonski|Aliza Vitis-Shomron|Shula Zeder|Janusz Hamerszmit|Eliezer Niborski|Alexander Senderovich|Mendy Cahan|Chava Alberstein|Gera Sandler|Axel Thielmann|Rona Kenan|Rüdiger Vogler|Alexander Beyer,Yael Hersonski,88,NA,dead body|malnutrition|jew|warsaw ghetto
83803,Wayne Dyer,Wayne Dyer,6,NA,no title at beginning|friendship|transformation|sunset
83807,Melle Mel|Russell Peters,Jigar Talati,80,NA,stand up special|tv special|stand up comedy|live performance
83809,Russell Peters|Angelo Tsarouchas,Russell Peters,NA,"$190,000",stand up special|tv special|stand up comedy|live performance
83819,NA,NA,NA,NA,NA
83821,NA,NA,NA,NA,NA
83823,NA,NA,NA,NA,NA
83825,NA,NA,NA,NA,NA
83827,Mark Hogancamp|Emmanuel Nneji|Edda Hogancamp|Tom Neubauer|Julie Swarthout|Janet Wikane|Mark Wikane|Bert|Lisa Bruck|Colleen Vargo|David Naugle|Ruthie Hotaling|Tod Lippy,Mark Hogancamp,NA,NA,victim|brain injury|art project|self therapy
83829,NA,NA,NA,NA,NA
83831,NA,NA,NA,NA,NA
83833,NA,NA,NA,NA,NA
83835,NA,NA,NA,NA,NA
83837,NA,NA,NA,NA,NA
83842,Vladimir Mashkov|Anjorka Strechel|Yuliya Peresild|Sergey Garmash|Aleksey Gorbunov|Vyacheslav Krikunov|Aleksandr Bashirov|Evgeniy Tkachuk|Vladas Bagdonas|Anna Ukolova|Ruben Karapetyan|Vadim Yakovlev|Axel Schrick|Timm Sebastian Peltner|Boris Lapidus,Aleksandr Gonorovskiy,124,"$11,000,000",train|cold weather|lager|hard labor
83897,Mike O'Connell|Jim Gaffigan|Jill Larson|Diane Kagan|Caleb Wentworth|Sam Goldfarb|Jesse Eisenberg|Eddie Pepitone|Ben Duhl|Matthew Cowles|Stephen Brian Jones|Peter Paton|Colombe Jacobsen-Derstine|Ann Dowd|Aaron J. Patton,Sol Tryon,NA,"$500,000",artist
83910,Vince Vaughn|Kevin James|Jennifer Connelly|Winona Ryder|Channing Tatum|Queen Latifah|Amy Morton|Chelcie Ross|Eduardo N. Martinez|Rance Howard|Clint Howard|Guy Van Swearingen|Troy West|Laura Whyte|Grace Rex,Allan Loeb,111,"$70,000,000",unfaithful|chicago bears|chicago blackhawks|gambling problem
83912,Halle Berry|Stellan Skarsgård|Phylicia Rashad|Chandra Wilson|Alex Diakun|Joanne Baron|Brian Markinson|Matt Frewer|Rosalyn Coleman|Sean Tyson|Melanie Papalia|Kira Clavell|Joey Bothwell|Adrian Holmes|James Kirk,Cheryl Edwards,NA,NA,multiple personality|go go dancer|racist|multiple personality disorder
83916,NA,NA,NA,NA,NA
83918,NA,NA,NA,NA,NA
83920,NA,NA,NA,NA,NA
83923,Lori Heuring|Scout Taylor-Compton|Chloë Grace Moretz|Geoffrey Lewis|Ben Cross|Craig Vye|Chris Jamba|Julie Rogers|Martin McDougall|Michael McCoy|Velizar Binev|Helia Grekova|George Zlatarev|Atanas Srebrev|Vlado Mihailov,Boaz Davidson,94,NA,black eyed|explosion|zombie|haunting
83927,NA,NA,NA,NA,NA
83956,Waheeda Rehman|Anil Kapoor|Fardeen Khan|Abhishek Bachchan|Mahima Chaudhry|Urmila Matondkar|Tara Sharma|Parmeet Sethi|Annu Kapoor|Rakesh Bedi|Raju Kher|Lillete Dubey|Shishir Sharma|Arun Bali|Rajesh Khera,Anupam Kher,172,NA,brother|yawning|yawn|song
83962,NA,NA,NA,NA,NA
83969,NA,NA,NA,NA,NA
83972,NA,NA,NA,NA,NA
83974,NA,NA,NA,NA,NA
83976,Steve Coogan|Rob Brydon|Rebecca Johnson|Elodie Harrod|Dolya Gavanski|Claire Keelan|Justin Edwards|Margo Stilley|Anna Stockton|Kerry Shale|Jeronime Palmer|Rita Davies|Marta Barrio|Paul Popplewell|Mike Balderstone,Steve Coogan,112,NA,restaurant|road movie|englishman in italy|on the road
83978,Flávio Barroso|Lee Blair|Mary Blair|James Bodrero|Lydia Bodrero|Harriet Burns|John Canemaker|Josefina Molina Chazarreta|William Cottrell|Jack Cutting|Diane Disney|Lillian Disney|Walt Disney|Norman Ferguson|Blaine Gibson,Theodore Thomas,NA,NA,drawing|goodwill|1940s|showbiz
83986,James Franco|Vince Jolivette|Wilmer Calderon|Trip Hope|Richard Portnow|Jarrod Bunch|Robyn Cohen|Peter Mackenzie|Brian Lally|Charity Shea|Molly Cheek|Mary Payne|Mark Hapka|Bailey Hughes|Tylor Chase,Merriwether Williams,79,NA,drugs|written and directed by cast member|three word title|character name in title
84015,Fabian Hinrichs|Jürgen Vogel|Nora von Waldstätten|Thorsten Merten|Eleonore Weisgerber|Jule Böwe|Jeroen Willems|Jonas Hien|Fahri Yardim|Henning Peker|Judith Engel|Aurel Manthei|Simon Werner|Natalia Bobyleva|Rainer Werner,Maximilian Erlenwein,NA,NA,ex convict|bank|bank employee|bar
84017,Daniel Pinchbeck|Maude Barlow|Ariane Burgess|Gerald Celente|Policarpo Chaj|Michael D. Coe|Curt Collier|Michael Dorsey|Buckminster Fuller|Indira Gandhi|Tiokasin Ghosthorse|Gilberto Gil|Gaspar Pedro González|Mitch Horowitz|Barbara Marx Hubbard,Joao G. Amorim,85,NA,third world|student film|spiritual|post modern
84019,Bjørn Lomborg|Hashem Akbari|Joe Barton|Ed Begley Jr.|Jagdish Bhagwati|John Boehner|Larry David|Leonardo DiCaprio|John Dingell|David Duchovny|Freeman Dyson|Myron Ebell|Kerry Emanuel|Tom Foreman|Newt Gingrich,Terry Botwick,NA,NA,ecology|doubt|global warming|climate change
84047,Natalia Avelon|Matthias Schweighöfer|David Scheller|Friederike Kempter|Alexander Scheer|Victor Norén|Milan Peschel|Georg Friedrich|Inga Busch|Heike Warmuth|Sebastian Maschat|Julia Valet|Urs Rechn|Valerie Lasserre|Uwagboe Rydl,Uschi Obermaier,114,NA,male frontal nudity|male nudity|male genitalia|uncircumcised penis
84090,Gil-Byung Chae|Jung Gil Ja|Shin Hyun Je|Kim Mi Jung|Hee-yeon Kim|Il-Woo Kim|Mi-hyang Kim|Song-hee Kim|Soo-ah Lee|Sung Sook Lee|Lee Hyun Seo|Park Boon Tak|Lee Kang Won|Ha Min Woo|Lee Byung Yong,So Yong Kim,89,NA,girl|seoul|money|aunt
84092,NA,NA,NA,NA,NA
84094,NA,NA,NA,NA,NA
84096,Kelly O'Neill|Shane Curry|Paul Roe|Roy Dempsey|Aaron Courtney|Cathy Malone|Stephanie Kelly|Neilí Conroy|Maria de Brí|Michael Hunt|Shauna Kelly|Krista Greene|Shannon Lysaght|Sean McDonagh|Shane Murphy,Lance Daly,72,NA,christmas|tween girl|pedophile|child molestation
84098,NA,NA,NA,NA,NA
84100,Louis Koo|Aaron Kwok|Cherrie Ying|Tony Ka Fai Leung|Eddie Cheung|Jordan Chan|Hoi-Pang Lo|Calvin Choi|Jack Kao|Albert Au|Fan Yeung|Chung Wing|Park-Yin Kwok|Ka-Ho Chiu|Wai Kit Cheung,Nai-Hoi Yau,95,NA,judo|hong kong|gamble|bar
84103,Olivier Gourmet|Paul Ahmarani|Jean-Pierre Cassel|Claudia Tagbo|Gabriel Arcand|Lorraine Pintal|Arnaud Mouithys|Guy Pion|Janine Sutto|Marie Brassard|Henri Chassé|Jules Philip|Mireille Bailly|Carlo Ferrante|Jean-Luc Couchard,Philippe Falardeau,105,"$5,000,000",inventor|adoption|white male black female relationship|quebec
84111,NA,NA,NA,NA,NA
84114,Khieu 'Poev' Ches|Yeay Cheu|Nhem En|Houy Him|Ta Him|Nhieb Ho|Prakk Kahn|Peng Kry|Som Meth|Chum Mey|Vann Nath|Top Pheap|Tcheam Seur|Sours Thi|Mak Thim,Rithy Panh,101,NA,khmer rouge|genocide|torture|cambodia
84116,Jeong-hie Yun|Da-wit Lee|Hee-ra Kim|Nae-sang Ahn|Yong-taek Kim|Myung-shin Park|Jong-goo Kim|Kim Hye-Jung|Bok-gi Min|Hye-jin Jang|Nam-jin Kim,Chang-dong Lee,NA,"KRW1,300,000,000",looking at oneself in a mirror|watching television|bra removing|class
84118,Claudio Santamaria|Alicélia Batista Cabreira|Chiara Caselli|Pedro Abrísio da Silva|Matheus Nachtergaele|Ambrósio Vilhava|Ademilson Concianza Verga|Leonardo Medeiros|Eliane Juca da Silva|Fabiane Pereira da Silva|Taiane Arce|César Chedid|Temily Comar|Nelson Concianza|Luciane da Silva,Marco Bechis,104,NA,native american culture|indigenous peoples in brazil|reservation|brazil
84120,Karl Johnson|Michael Gough|Tilda Swinton|John Quentin|Kevin Collins|Clancy Chassay|Nabil Shaban|Sally Dexter|Lynn Seymour|Donald McInnes|Jill Balcon|Gina Marsh|Vanya Del Borgo|Ben Scantlebury|Howard Sooley,Derek Jarman,72,"GBP300,000",philosophy|philosopher|cambridge university|prodigy
84122,NA,NA,NA,NA,NA
84125,NA,NA,NA,NA,NA
84128,Mimi Branescu|Mirela Oprisor|Maria Popistasu|Sasa Paul-Szel|Victor Rebengiuc|Dragos Bucur|Dana Dembinski Medeleanu|Silvia Nastase|Adrian Vancica|Carmen Lopazan|Ioana Blaj|Claudiu Dumitru,Alexandru Baciu,99,NA,film starts with sex|female full rear nudity|male full rear nudity|topless woman
84131,NA,NA,NA,NA,NA
84133,NA,NA,NA,NA,NA
84137,Do-yeon Jeon|Jung-jae Lee|Yuh-Jung Youn|Woo Seo|Ji-Young Park|Seo-hyun Ahn|Jung-min Hwang|So-Ri Moon|Jin-ah Kim|Yi-yeong Shim|Tae-back Chae|Sin-hwan Jeon|Sang-min Noh|Soon-kyu Jang|Yong-jae Cho,Ki-young Kim,107,NA,mother in law son in law relationship|power of money|abuse of power|jealous wife
84148,NA,NA,NA,NA,NA
84150,NA,NA,NA,NA,NA
84152,Bradley Cooper|Robert De Niro|Abbie Cornish|Andrew Howard|Anna Friel|Johnny Whitworth|Tomas Arana|Robert John Burke|Darren Goldstein|Ned Eisenberg|T.V. Carpio|Richard Bekins|Patricia Kalember|Cindy Katz|Brian Anthony Wilson,Leslie Dixon,105,"$27,000,000",drug|experimental drug|brain capacity|rapid learning
84154,Tom Abate|Hugo De Garis|Peter Diamandis|Neil Gershenfeld|Ben Goertzel|William Hurlbut|Dean Kamen|Kevin Kelly|Aaron Kleiner|Raymond Kurzweil|Sonya Kurzweil|Robert Metcalfe|Chuck Missler|Colin Powell|Philip Rosedale,Tom Abate,NA,NA,evolution|human evolution|technology and human interaction|artificial intelligence
84156,Werner Herzog|Nikolay Nikiforovitch Siniaev|Gennady Soloviev|Anatoly Tarkovsky,Dmitry Vasyukov,90,NA,taiga|siberia|snowing|ice
84158,NA,NA,NA,NA,NA
84160,Carrie Fisher|Eddie Fisher|Harry Karl|Debbie Reynolds|Maxine Reynolds|Diane Sawyer|Elizabeth Taylor,Fenton Bailey,77,NA,
84162,Justine Waddell|Richard Roxburgh|Jonathan Cake|Patsy Kensit|Michael Hodgson|Aisling O'Sullivan|Kerry Rolfe|Donna Air|Angel Thomas|Charlie Hardwick|Tracey Gillman|Tom Goodman-Hill|Trevor Fox|Joe Caffrey|Judi Earl,Peter Flannery,91,NA,remake of danish film|sydney australia|remake
84164,Til Schweiger|Polly Walker|Pete Postlethwaite|John Hurt|Ida Jablonska|Anthony Higgins|Bartek Pieniazek|Wojciech Brzezinski|Michael Chapman|Jolanta Czaplinska|Piotr Czekanowski|Paul Dark|Denis Delic|Tony Denham|Malwina Depta,Cezary Harasimowicz,102,NA,orphanage|romania|foreign country|criminal
84173,Jean Dujardin|Jean Reno|Valeria Golino|Alice Taglioni|François Berléand|Caroline Proust|Samir Guesmi|Cyril Couton|Eriq Ebouaney|Ciarán Hinds|Jocelyn Quivrin|Hubert Saint-Macary|Christian Hecq|Joe Sheridan|Roger Dumas,Éric Besnard,NA,NA,french riviera|one word title|dollar sign in title|video surveillance
84176,NA,NA,NA,NA,NA
84178,NA,NA,NA,NA,NA
84181,NA,NA,NA,NA,NA
84183,NA,NA,NA,NA,NA
84187,Kotono Mitsuishi|Megumi Ogata|Megumi Hayashibara|Yûko Miyamura|Fumihiko Tachiki|Yuriko Yamaguchi|Maaya Sakamoto|Miki Nagasawa|Kôichi Yamadera|Motomu Kiyokawa|Hiro Yûki|Takehito Koyasu|Tetsuya Iwanaga|Tomokazu Seki|Mugihito,Masayuki,112,NA,older actors younger roles|giant robot|based on tv series|anime
84189,Sarah Butler|Jeff Branson|Andrew Howard|Daniel Franzese|Rodney Eastman|Chad Lindberg|Tracey Walter|Mollie Milligan|Saxon Sharbino|Amber Dawn Landrum,Adam Rockoff,108,"$2,000,000",anal sex|rape|revenge|female nudity
84192,Jacques Bouanich|Marc Chapiteau|David Le Rheun|Mark Lesser|Jean-Baptiste Malartre|Bruno Raffaelli|Frédéric van den Driessche|Damien Witecka|Richard Berry|Patrick Bouchitey|Barbara Schulz,Liam Saury,87,NA,year 1913|corto maltese|1910s|island
84223,Vincent Lindon|Sandrine Kiberlain|Aure Atika|Jean-Marc Thibault|Arthur Le Houérou|Bruno Lochet|Abdellah Moundy|Michelle Goddet|Anne Houdy|Geneviève Mnich|Florence Hautier|Jocelyne Monier|Jean-François Malet|Maxence Lavergne|Philomène Pagnier,Stéphane Brizé,NA,"EUR3,900,000",character name as title|two word title|teacher|celebration
84226,Michela Cescon|Vitaliano Trevisan|Roberto Comacchio|Alberto Re|Paolo Capoduro|Elvezia Allari|Antonella Mazzuccato|Gianluca Moretto|Marco Manzardo|Antonio Viero|Deni Viero|Claudio Manuzzato|Pierpaolo Speggiorin|Paolo Cumerlato,Marco Mariolini,100,NA,disturbing|keeping diary|female full frontal nudity|nude modeling
84228,Toni Servillo|Denis Fasolo|Nello Mascia|Giulia Michelini|Marco Baliani|Fausto Maria Sciarappa|Franco Ravera|Sara D'Amario|Heidi Caldart|Alessia Piovan|Nicole Perrone|Anna Bonaiuto|Omero Antonutti|Fabrizio Gifuni|Valeria Golino,Karin Fossum,95,"EUR2,460,000",town|lake|italy|north italy
84230,NA,NA,NA,NA,NA
84232,NA,NA,NA,NA,NA
84234,Bill Skarsgård|Martin Wallström|Cecilia Forss|Sofie Hamilton|Kristoffer Berglund|Jimmi Edlund|Susanne Thorson|Mats Qviström|Per Andersson|Lotta Tejle|Ingmar Virta|Linda Skogh|Petra Nylander|Sanne Mikaelsdotter|Siri Hjorton Wagner,Jonathan Sjöberg,85,NA,asperger's syndrome|autism|brother brother relationship|dumped by girlfriend
84236,Alex Debogorski|Maria Durham|Jack White|Meg White,Emmett Malloy,93,NA,rock music|eight word title|rock band|color in title
84238,Amitabh Bachchan|Akshay Kumar|Sushmita Sen|Arjun Rampal|Paresh Rawal|Aditya Pancholi|Bipasha Basu|Kashmira Shah|Ajit Vachani|Arun Bali|Daya Shankar Pandey|Paresh Ganatra|Depesh Shah|Malvika Singh|Ashok Banthia,Shobhna Desai,165,NA,blind man|anger|fired from the job|child hostage
84240,Luis Tosar|Gael García Bernal|Juan Carlos Aduviri|Karra Elejalde|Raúl Arévalo|Carlos Santos|Cassandra Ciangherotti|Milena Soliz|Leónidas Chiri|Ezequiel Díaz|Pau Cólera|Vicente Romero|Antonio Mora|Daniel Currás|Glenda Rodríguez,Paul Laverty,103,NA,cochabamba bolivia|director|actor|water supply
84242,James Gandolfini|Kristen Stewart|Melissa Leo|Joe Chrest|Ally Sheedy|Tiffany Coty|Eisa Davis|Lance E. Nichols|Peggy Walton-Walker|Sharon Landry|Kathy Lamkin|Kerry Cahill|Ken Hixon|Elliott Grey|David Jensen,Ken Hixon,NA,NA,girl wears panties|crying man|man refuses sex|stripper
84246,NA,NA,NA,NA,NA
84248,NA,NA,NA,NA,NA
84250,NA,NA,NA,NA,NA
84252,NA,NA,NA,NA,NA
84258,NA,NA,NA,NA,NA
84260,Val Kilmer|Dylan Neal|Paul McGillion|Camille Sullivan|Nels Lennarson|Chris Gauthier|John Cassini|Sierra Pitkin|Panou|Denise Poole,Joseph C. Muscat,96,"$4,000,000",police station|police|mysterious stranger|christmas eve
84262,Madison Bauer|Mark S. Allen|Phil Austin|Nikki Reed|Michael Bailey Smith|Michael J. Pagan|Matt Cohen|David Zahedian|Cherilyn Wilson|Cody Kasch|Noah Segan|Brad Dourif|Roshan Cook|Eliot Schwartz|Betsy Russell,Deon Taylor,88,"$3,000,000",characters killed one by one|teenage girl|woman in bathtub|female in shower
84273,Peter Joseph|Robert Sapolsky|Gabor Mate|Richard Wilkinson|James Gilligan|John McMurtry|Michael Ruppert|Max Keiser|Jacque Fresco|Adrian Bowyer|Berok Khoshnevis|Roxanne Meadows|Colin Campbell|Toni Orans|Phi Dao Ewing,Peter Joseph,NA,"$200,000",socioeconomics|society|sociology|futurology
84276,Stewart Lee|Nick Pynn,Stewart Lee,105,NA,satire|performance continues off stage|audience interaction goes wrong|stand up comedy
84279,NA,NA,NA,NA,NA
84281,Buster Keaton|Henry Morgan,Vernon P. Becker,93,NA,
84283,Jay Consalvi|Meagan Varley,Jay Consalvi,95,"$1,500,000",navy|flying|dogfight|tomcat
84291,NA,NA,NA,NA,NA
84293,NA,NA,NA,NA,NA
84296,NA,NA,NA,NA,NA
84298,NA,NA,NA,NA,NA
84300,NA,NA,NA,NA,NA
84302,NA,NA,NA,NA,NA
84304,Andy Lau|Li Gong|Li Yuan|Julian Chen|Chengru Li|Jing Hu|Anya|Russell Wong|Kelly Hu|Deshun Wang|Chang Shen|Jie Yang|Tami Zhao|Luxi Yang|Di Chang,Josh Goldsmith,NA,"$5,000,000",
84312,French Stewart|Erick Avari|Barbara Babcock|Jason Beghe|Clare Carey|Joanna Going|Missi Pyle|Gideon Jacobs|Chelsea Russo|Mike Weinberg|Lisa King|Sean Cameron Michael|Craig Geldenhuys|Andre Roothman|Anton Smuts,John Hughes,NA,NA,memory|memory lapse|forgetfulness|forgetful woman
84329,Jim Fitzpatrick|Maria Conchita Alonso|David Warner|Lou Rawls|Marc Macaulay|Tom Nowicki|Hank Stone|Rus Blackwell|Holland Hayes|Russell Warner|Gail Borges|Drew Palmer|Bill Cordell|Ashlee Payne|Key Howard,Hank Whetstone,97,"$730,090",Action
84334,NA,NA,NA,NA,NA
84366,John Cazale|Steve Buscemi|Sam Rockwell|Al Pacino|Meryl Streep|Philip Seymour Hoffman|Richard Shepard|Fred Roos|Francis Ford Coppola|Richard Dreyfuss|Brett Ratner|Sidney Lumet|Olympia Dukakis|Robyn Goodman|Israel Horovitz,John Cazale,NA,NA,
84372,NA,NA,NA,NA,NA
84374,Natalie Portman|Ashton Kutcher|Kevin Kline|Cary Elwes|Greta Gerwig|Lake Bell|Olivia Thirlby|Ludacris|Jake Johnson|Mindy Kaling|Talia Balsam|Ophelia Lovibond|Guy Branum|Ben Lawson|Jennifer Irwin,Elizabeth Meriwether,108,"$25,000,000",male objectification|older man younger woman relationship|female doctor|male rear nudity
84387,Gillian Anderson|Alan Cumming|Heather Graham|Danny Huston|Jack Huston|Christopher Lee|Joanna Lumley|Simon McBurney|Meredith Ostrom|Charlotte Rampling|Amanda Seyfried|Stellan Skarsgård|Jaime Winstone|Alfie Allen|Gemma Atkinson,Danny Moynihan,94,"$6,000,000",short skirt|no panties|adulterous wife|female rear nudity
84392,Matthew McConaughey|Marisa Tomei|Ryan Phillippe|William H. Macy|Josh Lucas|John Leguizamo|Michael Peña|Bob Gunton|Frances Fisher|Bryan Cranston|Trace Adkins|Laurence Mason|Margarita Levieva|Pell James|Shea Whigham,John Romano,118,"$40,000,000",plot twist|drug rehabilitation|envelope of money|illegal gun purchase
84395,Anthony Hopkins|Colin O'Donoghue|Alice Braga|Ciarán Hinds|Toby Jones|Rutger Hauer|Marta Gastini|Maria Grazia Cucinotta|Arianna Veronesi|Andrea Calligari|Chris Marquette|Torrey DeVitto|Ben Cheetham|Marija Karan|Rosa Pianeta,Michael Petroni,114,"$37,000,000",exorcism|exorcist|italy|supernatural horror
84407,Adam Butcher|Shane Kippel|Matthew Morales|Slim Twig|Taylor Poulin|Dewshane Williams|Lawrence Bayne|Trent McMullen|Jeff McEnery|Bryan Murphy|Michael Morang|Clayton Joseph|Alexander Conti|William Ellis|Michael States Jr.,Jeremie Delon,91,"EUR4,830,000",teenage boy|male nudity|juvenile delinquent|strip search
84414,James Denton|Christina Hendricks|Anthony LaPaglia|Edward Asner|Obba Babatundé|Steve Blum|Linda Cardellini|Cathy Cavadini|Frances Conroy|Chris Cox|Alexis Denisof|John DiMaggio|Robin Atkin Downes|Michael Gough|Matthew Gray Gubler,Jerry Siegel,NA,"$3,500,000",based on comic book|superman character|clark kent character|lex luthor character
84436,Sergio Peris-Mencheta|Vanessa Sáiz|Elsa Pataky|Miquel Sitjar|Luis Fernando Alvés|Ana Gracia|Paul Zubillaga|Lucía Napal|Lorena Bernal|Enrique Arce|Lorena García|Pablo Rivero|Kira Miró|Juanma Cifuentes|Pilar Soto,Pascal Jongen,91,NA,actor|theme park|theater
84442,NA,NA,NA,NA,NA
84444,Spalding Gray,Spalding Gray,NA,NA,monologue|spalding gray|interview|suicide
84446,Ricardo Trêpa|Catarina Wallenstein|Diogo Dória|Júlia Buisel|Leonor Silveira|Luís Miguel Cintra|Glória de Matos|Filipe Vargas|Rogério Samora|Miguel Guilherme|Rogério Vieira|Paulo Matos|António Reis|Miguel Seabra|Luís Lima Barreto,Eça de Queirós,64,"$2,500,000",train|love|flashback|penniless
84448,Éric Caravaca|Lucas Belvaux|Claude Semal|Patrick Descamps|Natacha Régnier|Elie Belvaux|Gilbert Melki|Philippe Anciaux|Daniela Bisconti|Andrée Cambier|Michel Colecchia|Christian Crahay|Raymonde Dullers|Théo Hebrans|Dominique Heinry,Lucas Belvaux,NA,NA,industrial town|post industrial society|working class|joblessness
84450,Sang-kyung Kim|Ji-won Uhm|Ki-woo Lee|Kyung-jin Lee|Kim Myeong Su|Han-chul Jo|Seung-ah Lee|Moo-Seong Choi|Bo-Kwang Choi|Joong-hyeon Bang|Seong-Yong Kye|Moonsu Bang|Jung-in Choi|Ju-Yeong Jang,Sang-soo Hong,89,NA,actress|university student|snow|sleeping pills
84453,Nicolas Duvauchelle|Yann Trégouët|Jean-Jérôme Esposito|Martial Bezot|Jean-Armand Dalomba|Jo Prestia|Ingrid Preynat|Véronique Balme|Olivier Gerby|Emilie Lafarge|Dominique Abellard|Gilbert Landreau,Virginie Wagon,100,NA,female nudity|full frontal female nudity|nude in a window
84455,Julie Sokolowski|Karl Sarafidis|Yassine Salime|David Dewaele|Brigitte Mayeux-Clerget|Michelle Ardenne|Sabrina Lechêne|Marie Castelain|Luc-François Bouyssonie,Bruno Dumont,105,"$4,600,000",character name as title|surname as title|muslim|convent
84467,NA,NA,NA,NA,NA
84469,NA,NA,NA,NA,NA
84471,Djuangjai Hirunsri|Kongkiat Khomsiri|Saisiri Xoomsai,Djuangjai Hirunsri,NA,NA,recording|listening to the radio|theater performance|handicapped boy
84473,Trine Dyrholm|Lorna Brown|Finn Nielsen|Rasmus Botoft|Thure Lindhardt|Henrik Prip|Jens Jørn Spottag|Victoria Agami|Louisa Yaa Aisin|Aske Bang|Ramadan Huseini|Lene Johansen|Henrik Jørgensen|Nima Nabipour|Søren Poppel,Kim Fupz Aakeson,NA,NA,prostitute|african|title directed by female|two word title
84475,NA,NA,NA,NA,NA
84477,Eun-hee Bang|Eun-sook Cho|Eui-sung Kim|Eung-Kyung Lee|Sun-mi Myeong|Jin-seong Park|Kang-ho Song,Sang-soo Hong,115,NA,neglected wife|adultery|fight|businessman
84479,NA,NA,NA,NA,NA
84481,Shûji Kashiwabara|Hinano Yoshikawa|Ai Maeda|Hideo Nakaizumi|Tetsuji Tamayama|Shin'nosuke Abe|Meisa Kuroki|Mitsunori Isaki|Tomorô Taguchi|Hirotarô Honda|Miho Fujima|Yûta Kanai|Junpei Suzuki|Yuko Takada,Mitsuo Yanagimachi,NA,NA,
84483,Vicentico|Valeria Bertuccelli|Fabián Arenillas|Susana Pampín|Cecilia Biagini|Diego Olivera|Leonardo Azamor|Víctor Hugo Carrizo|Darío Levy,Martín Rejtman,NA,NA,
84485,NA,NA,NA,NA,NA
84496,NA,NA,NA,NA,NA
84498,NA,NA,NA,NA,NA
84500,Rajit Kapoor|Raghuvir Yadav|Siraj Ahmed|Rakesh Dhar|Rajeshwari Sachdev|Anang Desai|Mohini Sharma|Himani Shivpuri|Ravi Jhankal|Suresh Bhagwat|Asma|Riju Bajaj|Amrish Puri|Shashibala Sahay|Sujata Kaango,Dharmvir Bharati,130,NA,love|nonlinear timeline
84502,Edward G. Christie,Linda Hawkins,104,NA,international|government|education|development
84504,Pascal Greggory|Najat Benssallem|Ilham Abdelwahed|Hassan Khissal|Ahmed Akensous|Oum El Aid Ait Youss|Zineb Ouchita|Fatiha Khoulaki|Aïcha Aarif|Hajiba Firma|Jmiaa Aarif|Hanane Ben Jaddi|Samra Ben Arafa|Samira El Othmani|Abdelilah Lamrani,Jacques Doillon,112,NA,language barrier|age difference|interracial relationship|unrequited love
84506,Igor Sergeev|Yuriy Tsurilo|Yuliya Aug|Viktor Sukhorukov|Vyacheslav Melekhov|Larisa Domaskina|Yuliya Tushina|Ivan Tushin|Elizaveta Sitdikova|Olga Dobrina|Sergey Yarmolyuk|Olga Gileva|Artyom Khabibulin|Viktor Gerrat,Denis Osokin,78,NA,dead body|tarkovskyesque|death|nudity
84508,NA,NA,NA,NA,NA
84510,Sophie Marceau|Michel Serrault|Frédéric Diefenthal|Julie Christie|Jean-François Balmer|Patachou|Lionel Abelanski|Françoise Lépine|François Levantal|Jacques Martial|Philippe Maymat|Pierre Aussedat|Matteo Vallon|Jean-Claude Bolle-Reddat|Juliette Gréco,Arthur Bernède,97,"FRF105,000,000",museum|egyptian|evil spirit|louvre museum
